STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_de,Demographic indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,NL,Netherlands,2024,,15.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,NO,Norway,2013,,18.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,NO,Norway,2014,,18.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,NO,Norway,2015,,18.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,NO,Norway,2016,,17.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,NO,Norway,2017,,17.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,NO,Norway,2018,,17.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,NO,Norway,2019,,17.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,NO,Norway,2020,,17.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,NO,Norway,2021,,17.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,NO,Norway,2022,,16.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,NO,Norway,2023,,16.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,NO,Norway,2024,,16.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,PL,Poland,2013,,15.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,PL,Poland,2014,,15.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,PL,Poland,2015,,15.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,PL,Poland,2016,,15.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,PL,Poland,2017,,15.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,PL,Poland,2018,,15.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,PL,Poland,2019,,15.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,PL,Poland,2020,,15.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,PL,Poland,2021,,15.5,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,PL,Poland,2022,,15.6,,ep,"estimated, provisional",,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,PL,Poland,2023,,15.4,,ep,"estimated, provisional",,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,PL,Poland,2024,,15.1,,ep,"estimated, provisional",,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,PT,Portugal,2013,,14.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,PT,Portugal,2014,,14.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,PT,Portugal,2015,,14.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,PT,Portugal,2016,,14.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,PT,Portugal,2017,,14.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,PT,Portugal,2018,,13.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,PT,Portugal,2019,,13.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,PT,Portugal,2020,,13.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,PT,Portugal,2021,,13.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,PT,Portugal,2022,,13.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,PT,Portugal,2023,,12.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,PT,Portugal,2024,,12.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,RO,Romania,2013,,15.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,RO,Romania,2014,,15.5,,e,estimated,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,RO,Romania,2015,,15.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,RO,Romania,2016,,15.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,RO,Romania,2017,,15.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,RO,Romania,2018,,15.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,RO,Romania,2019,,15.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,RO,Romania,2020,,15.7,,e,estimated,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,RO,Romania,2021,,15.8,,e,estimated,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,RO,Romania,2022,,16.2,,e,estimated,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,RO,Romania,2023,,16.1,,e,estimated,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,RO,Romania,2024,,15.9,,e,estimated,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,RS,Serbia,2013,,14.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,RS,Serbia,2014,,14.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,RS,Serbia,2015,,14.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,RS,Serbia,2016,,14.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,RS,Serbia,2017,,14.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,RS,Serbia,2018,,14.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,RS,Serbia,2019,,14.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,RS,Serbia,2020,,14.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,RS,Serbia,2021,,14.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,RS,Serbia,2022,,14.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,RS,Serbia,2023,,14.4,,b,break in time series,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,RS,Serbia,2024,,14.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,RU,Russia,2014,,16.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SE,Sweden,2013,,16.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SE,Sweden,2014,,17.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SE,Sweden,2015,,17.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SE,Sweden,2016,,17.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SE,Sweden,2017,,17.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SE,Sweden,2018,,17.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SE,Sweden,2019,,17.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SE,Sweden,2020,,17.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SE,Sweden,2021,,17.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SE,Sweden,2022,,17.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SE,Sweden,2023,,17.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SE,Sweden,2024,,17.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SI,Slovenia,2013,,14.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SI,Slovenia,2014,,14.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SI,Slovenia,2015,,14.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SI,Slovenia,2016,,14.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SI,Slovenia,2017,,14.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SI,Slovenia,2018,,15.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SI,Slovenia,2019,,15.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SI,Slovenia,2020,,15.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SI,Slovenia,2021,,15.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SI,Slovenia,2022,,15.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SI,Slovenia,2023,,15.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SI,Slovenia,2024,,14.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SK,Slovakia,2013,,15.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SK,Slovakia,2014,,15.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SK,Slovakia,2015,,15.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SK,Slovakia,2016,,15.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SK,Slovakia,2017,,15.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SK,Slovakia,2018,,15.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SK,Slovakia,2019,,15.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SK,Slovakia,2020,,15.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SK,Slovakia,2021,,15.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SK,Slovakia,2022,,16.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SK,Slovakia,2023,,16.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SK,Slovakia,2024,,16.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SM,San Marino,2013,,15.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,SM,San Marino,2018,,14.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,TR,Türkiye,2013,,24.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,TR,Türkiye,2014,,24.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,TR,Türkiye,2015,,24.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,TR,Türkiye,2016,,24.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,TR,Türkiye,2017,,23.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,TR,Türkiye,2018,,23.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,TR,Türkiye,2019,,23.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,TR,Türkiye,2020,,23.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,TR,Türkiye,2021,,22.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,TR,Türkiye,2023,,22.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,TR,Türkiye,2024,,21.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,UA,Ukraine,2013,,14.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,UA,Ukraine,2014,,14.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,UA,Ukraine,2015,,15.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,UA,Ukraine,2016,,15.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,UA,Ukraine,2017,,15.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,UA,Ukraine,2018,,15.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,UA,Ukraine,2019,,15.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,UA,Ukraine,2020,,15.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,UA,Ukraine,2021,,15.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,UA,Ukraine,2022,,14.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,UK,United Kingdom,2013,,17.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,UK,United Kingdom,2014,,17.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,UK,United Kingdom,2015,,17.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,UK,United Kingdom,2016,,17.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,UK,United Kingdom,2017,,17.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,UK,United Kingdom,2018,,17.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,UK,United Kingdom,2019,,17.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,XK,Kosovo*,2016,,27.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,XK,Kosovo*,2017,,25.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,XK,Kosovo*,2018,,25.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,XK,Kosovo*,2019,,24.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,XK,Kosovo*,2020,,24.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,XK,Kosovo*,2021,,23.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y0_14,Proportion of population aged 0-14 years,XK,Kosovo*,2022,,23.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AD,Andorra,2013,,10.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AD,Andorra,2019,,10.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AL,Albania,2013,,18.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AL,Albania,2014,,17.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AL,Albania,2015,,17.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AL,Albania,2016,,17.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AL,Albania,2017,,16.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AL,Albania,2018,,16.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AL,Albania,2019,,15.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AL,Albania,2020,,14.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AL,Albania,2021,,14.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AL,Albania,2022,,13.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AL,Albania,2023,,13.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AM,Armenia,2015,,14.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AM,Armenia,2016,,13.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AM,Armenia,2017,,12.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AM,Armenia,2018,,12.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AM,Armenia,2019,,11.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AM,Armenia,2020,,11.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AM,Armenia,2021,,11.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AM,Armenia,2024,,11.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AT,Austria,2013,,12.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AT,Austria,2014,,11.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AT,Austria,2015,,11.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AT,Austria,2016,,11.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AT,Austria,2017,,11.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AT,Austria,2018,,11.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AT,Austria,2019,,10.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AT,Austria,2020,,10.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AT,Austria,2021,,10.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AT,Austria,2022,,10.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AT,Austria,2023,,10.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AT,Austria,2024,,10.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AZ,Azerbaijan,2013,,18.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AZ,Azerbaijan,2014,,17.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AZ,Azerbaijan,2015,,17.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AZ,Azerbaijan,2016,,16.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AZ,Azerbaijan,2017,,15.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AZ,Azerbaijan,2018,,14.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AZ,Azerbaijan,2019,,14.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y15_24,Proportion of population aged 15-24 years,AZ,Azerbaijan,2020,,13.5,,,,,
